# -*- coding: utf-8 -*-,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
# A datafile created by Gustav!,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Experiment: fNIRSandGerbils,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# Vocoded speech in spatially-separated speech or noise maskers.,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
# $comments,,,,,,,,,,,,,,,,
# ,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
S,Trial,Date,Block,Condition,masker,Soundfile,Ear,Times,,,,,,,,
newpilot917,59,9/22/2023,59,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\14_scrambled_dt.wav,b,2.709,4.801,8.451,,,,,,
newpilot917,60,9/22/2023,60,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\20_unscrambled_st.wav,b,2.174,3.579,7.787,,,,,,
newpilot917,61,9/22/2023,61,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\27_unscrambled_dt.wav,b,3.508,6.479,7.729,8.65,,,,,
newpilot917,62,9/22/2023,62,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\23_unscrambled_st.wav,b,6.6,10.328,,,,,,,
newpilot917,63,9/22/2023,63,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\21_scrambled_dt.wav,b,2.317,3.245,8.063,10.543,,,,,
newpilot917,64,9/22/2023,64,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\32_scrambled_st.wav,b,3.35,4.419,8.466,11.816,,,,,
newpilot917,65,9/22/2023,65,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\25_unscrambled_st.wav,b,2.871,4.953,7.513,10.933,,,,,
newpilot917,66,9/22/2023,66,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\29_unscrambled_dt.wav,b,4.282,7.224,,,,,,,
newpilot917,67,9/22/2023,67,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\34_scrambled_st.wav,b,4.733,8.714,,,,,,,
newpilot917,68,9/22/2023,68,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\24_scrambled_dt.wav,b,3.875,7.38,10.727,,,,,,
newpilot917,69,9/22/2023,69,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\36_scrambled_st.wav,b,4.441,6.708,8.171,,,,,,
newpilot917,70,9/22/2023,70,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\37_unscrambled_st.wav,b,2.157,5.886,,,,,,,
newpilot917,71,9/22/2023,71,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\2_scrambled_dt.wav,b,2.946,4.176,6.513,8.445,9.602,,,,
newpilot917,72,9/22/2023,72,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\31_unscrambled_dt.wav,b,3.869,4.874,11.185,,,,,,
newpilot917,73,9/22/2023,73,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\30_scrambled_dt.wav,b,3.877,5.735,9.238,,,,,,
newpilot917,74,9/22/2023,74,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\38_unscrambled_st.wav,b,2.947,6.126,9.868,,,,,,
newpilot917,75,9/22/2023,75,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\33_unscrambled_dt.wav,b,2.327,4.188,5.341,6.341,8.121,9.124,11.372,,
newpilot917,76,9/22/2023,76,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\46_scrambled_st.wav,b,4.744,9.191,,,,,,,
newpilot917,77,9/22/2023,77,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\39_unscrambled_dt.wav,b,4.111,,,,,,,,
newpilot917,78,9/22/2023,78,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\51_scrambled_st.wav,b,2.014,5.21,10.045,,,,,,
newpilot917,79,9/22/2023,79,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\35_scrambled_dt.wav,b,2.563,3.405,4.248,8.214,11.098,,,,
newpilot917,80,9/22/2023,80,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\43_unscrambled_st.wav,b,2.109,3.732,,,,,,,
newpilot917,81,9/22/2023,81,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\52_scrambled_st.wav,b,3.495,4.647,9.321,10.864,,,,,
newpilot917,82,9/22/2023,82,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\40_scrambled_dt.wav,b,4.913,11.07,,,,,,,
newpilot917,83,9/22/2023,83,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\45_unscrambled_st.wav,b,3.415,5.591,8.774,9.385,10.459,10.911,11.536,,
newpilot917,84,9/22/2023,84,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\3_unscrambled_dt.wav,b,2.942,4.409,5.25,8.513,10.215,11.142,,,
newpilot917,85,9/22/2023,85,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\55_unscrambled_st.wav,b,2.316,4.403,5.484,6.484,7.795,10.042,,,
newpilot917,86,9/22/2023,86,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\41_scrambled_dt.wav,b,2.251,6.904,9.771,,,,,,
newpilot917,87,9/22/2023,87,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\44_unscrambled_dt.wav,b,3.782,5.237,8.483,9.543,12.076,,,,
newpilot917,88,9/22/2023,88,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\53_scrambled_st.wav,b,6.305,10.965,,,,,,,
newpilot917,89,9/22/2023,89,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\48_unscrambled_dt.wav,b,7.621,9.326,11.183,,,,,,
newpilot917,90,9/22/2023,90,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\56_unscrambled_st.wav,b,1.464,3.088,6.505,8.685,10.93,,,,
newpilot917,91,9/22/2023,91,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\57_scrambled_st.wav,b,5.62,6.619,9.024,10.253,,,,,
newpilot917,92,9/22/2023,92,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\42_scrambled_dt.wav,b,2.651,6.137,7.836,9.77,,,,,
newpilot917,93,9/22/2023,93,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\58_unscrambled_st.wav,b,4.573,5.335,7.27,10.841,,,,,
newpilot917,94,9/22/2023,94,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\61_scrambled_st.wav,b,4.038,5.43,7.447,8.524,,,,,
newpilot917,95,9/22/2023,95,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\47_scrambled_dt.wav,b,1.698,4.401,9.392,,,,,,
newpilot917,96,9/22/2023,96,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\4_unscrambled_dt.wav,b,4.827,6.78,8.884,,,,,,
newpilot917,97,9/22/2023,97,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\49_scrambled_dt.wav,b,2.707,3.938,5.245,6.869,,,,,
newpilot917,98,9/22/2023,98,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\50_unscrambled_dt.wav,b,2.709,5.421,8.475,9.629,10.63,,,,
newpilot917,99,9/22/2023,99,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\63_scrambled_st.wav,b,2.546,4.64,7.271,10.219,,,,,
newpilot917,100,9/22/2023,100,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\5_unscrambled_st.wav,b,2.79,3.868,4.631,5.785,8.974,,,,
newpilot917,101,9/22/2023,101,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\70_scrambled_st.wav,b,2.325,3.482,4.718,5.722,8.668,10.366,,,
newpilot917,102,9/22/2023,102,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\62_unscrambled_dt.wav,b,1.701,5.901,8.627,10.018,11.101,,,,
newpilot917,103,9/22/2023,103,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\54_scrambled_dt.wav,b,7.254,9.209,10.063,,,,,,
newpilot917,104,9/22/2023,104,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\60_unscrambled_st.wav,b,4.269,4.876,6.035,6.489,7.88,9.66,10.583,12.131,
newpilot917,105,9/22/2023,105,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\59_scrambled_dt.wav,b,4.738,7.763,9.784,10.798,11.877,,,,
newpilot917,106,9/22/2023,106,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\67_unscrambled_st.wav,b,2.873,4.878,7.442,8.681,9.996,,,,
newpilot917,107,9/22/2023,107,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\66_unscrambled_dt.wav,b,2.485,4.34,5.417,6.434,8.678,9.854,,,
newpilot917,108,9/22/2023,108,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\72_scrambled_st.wav,b,5.528,8.964,,,,,,,
newpilot917,109,9/22/2023,109,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\68_unscrambled_dt.wav,b,2.406,4.963,8.324,,,,,,
newpilot917,110,9/22/2023,110,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\77_scrambled_st.wav,b,1.796,2.559,3.871,5.033,5.883,,,,
newpilot917,111,9/22/2023,111,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\64_scrambled_dt.wav,b,1.709,6.462,8.484,9.48,,,,,
newpilot917,112,9/22/2023,112,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\69_unscrambled_st.wav,b,2.395,3.469,5.646,7.193,9.302,10.07,,,
newpilot917,113,9/22/2023,113,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\65_scrambled_dt.wav,b,2.016,3.005,3.859,11.494,,,,,
newpilot917,114,9/22/2023,114,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\6_unscrambled_st.wav,b,1.72,6.008,9.208,11.774,,,,,
newpilot917,115,9/22/2023,115,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\78_scrambled_st.wav,b,2.558,5.025,6.26,9.36,11.919,,,,
newpilot917,116,9/22/2023,116,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\75_unscrambled_dt.wav,b,1.542,3.934,5.006,7.954,9.905,11.454,,,
newpilot917,117,9/22/2023,117,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\71_scrambled_dt.wav,b,7.717,9.34,10.262,,,,,,
newpilot917,118,9/22/2023,118,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\74_unscrambled_st.wav,b,1.627,2.635,4.099,6.601,8.068,9.531,11.407,,
newpilot917,119,9/22/2023,119,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\86_unscrambled_dt.wav,b,2.344,5.059,5.588,6.59,7.278,9.991,11.305,12.225,
newpilot917,120,9/22/2023,120,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\7_scrambled_st.wav,b,2.554,6.517,11.878,,,,,,
newpilot917,121,9/22/2023,121,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\82_unscrambled_st.wav,b,1.618,2.616,4.482,5.876,7.744,9.602,,,
newpilot917,122,9/22/2023,122,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\73_scrambled_dt.wav,b,2.013,3.406,5.354,8.691,11.114,,,,
newpilot917,123,9/22/2023,123,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\83_scrambled_st.wav,b,2.088,5.105,6.185,7.11,7.876,,,,
newpilot917,124,9/22/2023,124,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\90_unscrambled_dt.wav,b,1.698,4.563,7.436,8.514,9.356,,,,
newpilot917,125,9/22/2023,125,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\85_scrambled_st.wav,b,2.726,4.737,7.145,11.279,,,,,
newpilot917,126,9/22/2023,126,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\76_scrambled_dt.wav,b,1.944,6.433,10.16,12.329,,,,,
newpilot917,127,9/22/2023,127,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\87_unscrambled_st.wav,b,2.629,3.79,6.265,8.116,9.665,9.977,,,
newpilot917,128,9/22/2023,128,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\92_unscrambled_dt.wav,b,3.643,4.331,5.88,8.522,11.233,12.157,,,
newpilot917,129,9/22/2023,129,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\79_scrambled_dt.wav,b,5.002,9.284,10.839,,,,,,
newpilot917,130,9/22/2023,130,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\93_unscrambled_dt.wav,b,2.168,3.63,4.546,6.323,7.947,9.977,10.838,,
newpilot917,131,9/22/2023,131,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\89_unscrambled_st.wav,b,1.703,3.254,4.651,6.664,10.876,,,,
newpilot917,132,9/22/2023,132,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\88_scrambled_st.wav,b,1.992,7.218,8.236,9.316,,,,,
newpilot917,133,9/22/2023,133,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\91_unscrambled_st.wav,b,2.323,3.863,6.74,10.861,,,,,
newpilot917,134,9/22/2023,134,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\8_scrambled_st.wav,b,3.965,10.291,12.149,,,,,,
newpilot917,135,9/22/2023,135,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\80_scrambled_dt.wav,b,7.081,8.702,11.966,,,,,,
newpilot917,136,9/22/2023,136,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\95_unscrambled_dt.wav,b,1.702,2.696,4.794,7.433,11.246,12.09,,,
newpilot917,137,9/22/2023,137,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_diff_talker\81_scrambled_dt.wav,b,4.26,7.598,9.317,,,,,,
newpilot917,138,9/22/2023,138,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_same_talker\96_unscrambled_st.wav,b,1.695,7.135,9.404,11.414,,,,,
newpilot917,139,9/22/2023,139,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\scrambled_same_talker\9_scrambled_st.wav,b,5.13,6.677,10.267,,,,,,
newpilot917,140,9/22/2023,140,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_newpilot917\unscrambled_diff_talker\97_unscrambled_dt.wav,b,2.719,4.253,5.332,7.823,8.977,10.209,12.223,,
testing927,1,9/27/2023,1,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\10_scrambled_dt.wav,b,,,,,,,,,
testing927,2,9/27/2023,2,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\12_scrambled_st.wav,b,11.765,,,,,,,,
testing927,3,9/27/2023,3,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\13_unscrambled_dt.wav,b,,,,,,,,,
testing927,4,9/27/2023,4,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\11_unscrambled_st.wav,b,,,,,,,,,
testing927,5,9/27/2023,5,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\28_unscrambled_dt.wav,b,,,,,,,,,
testing927,6,9/27/2023,6,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\17_scrambled_st.wav,b,,,,,,,,,
testing927,7,9/27/2023,7,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\14_unscrambled_st.wav,b,,,,,,,,,
testing927,8,9/27/2023,8,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\18_scrambled_dt.wav,b,,,,,,,,,
testing927,9,9/27/2023,9,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\32_unscrambled_dt.wav,b,,,,,,,,,
testing927,10,9/27/2023,10,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\15_unscrambled_st.wav,b,,,,,,,,,
testing927,11,9/27/2023,11,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\19_scrambled_dt.wav,b,,,,,,,,,
testing927,12,9/27/2023,12,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\1_scrambled_st.wav,b,,,,,,,,,
testing927,13,9/27/2023,13,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\20_scrambled_dt.wav,b,,,,,,,,,
testing927,14,9/27/2023,14,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\22_scrambled_st.wav,b,,,,,,,,,
testing927,15,9/27/2023,15,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\16_unscrambled_st.wav,b,,,,,,,,,
testing927,16,9/27/2023,16,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\33_unscrambled_dt.wav,b,,,,,,,,,
testing927,17,9/27/2023,17,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\24_unscrambled_st.wav,b,,,,,,,,,
testing927,18,9/27/2023,18,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\23_scrambled_st.wav,b,,,,,,,,,
testing927,19,9/27/2023,19,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\35_unscrambled_dt.wav,b,,,,,,,,,
testing927,20,9/27/2023,20,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\21_scrambled_dt.wav,b,,,,,,,,,
testing927,21,9/27/2023,21,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\36_unscrambled_dt.wav,b,,,,,,,,,
testing927,22,9/27/2023,22,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\27_scrambled_st.wav,b,,,,,,,,,
testing927,23,9/27/2023,23,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\26_scrambled_dt.wav,b,,,,,,,,,
testing927,24,9/27/2023,24,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\25_unscrambled_st.wav,b,,,,,,,,,
testing927,25,9/27/2023,25,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\2_scrambled_dt.wav,b,,,,,,,,,
testing927,26,9/27/2023,26,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\31_scrambled_st.wav,b,,,,,,,,,
testing927,27,9/27/2023,27,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\29_unscrambled_st.wav,b,,,,,,,,,
testing927,28,9/27/2023,28,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\7_unscrambled_dt.wav,b,,,,,,,,,
testing927,29,9/27/2023,29,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\30_unscrambled_st.wav,b,,,,,,,,,
testing927,30,9/27/2023,30,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\3_scrambled_dt.wav,b,,,,,,,,,
testing927,31,9/27/2023,31,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\34_scrambled_st.wav,b,,,,,,,,,
testing927,32,9/27/2023,32,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\8_unscrambled_dt.wav,b,,,,,,,,,
testing927,33,9/27/2023,33,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\4_scrambled_dt.wav,b,,,,,,,,,
testing927,1,9/27/2023,1,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\10_scrambled_dt.wav,b,,,,,,,,,
testing927,2,9/27/2023,2,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\12_scrambled_st.wav,b,,,,,,,,,
testing927,3,9/27/2023,3,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\13_unscrambled_dt.wav,b,,,,,,,,,
testing927,4,9/27/2023,4,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\11_unscrambled_st.wav,b,,,,,,,,,
testing927,5,9/27/2023,5,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\17_scrambled_st.wav,b,,,,,,,,,
testing927,6,9/27/2023,6,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\18_scrambled_dt.wav,b,,,,,,,,,
testing927,7,9/27/2023,7,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\28_unscrambled_dt.wav,b,,,,,,,,,
testing927,8,9/27/2023,8,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\14_unscrambled_st.wav,b,,,,,,,,,
testing927,9,9/27/2023,9,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\1_scrambled_st.wav,b,,,,,,,,,
testing927,10,9/27/2023,10,4,unscrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_same_talker\15_unscrambled_st.wav,b,,,,,,,,,
testing927,11,9/27/2023,11,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\19_scrambled_dt.wav,b,,,,,,,,,
testing927,12,9/27/2023,12,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\32_unscrambled_dt.wav,b,,,,,,,,,
testing927,13,9/27/2023,13,2,scrambled_same_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_same_talker\22_scrambled_st.wav,b,,,,,,,,,
testing927,14,9/27/2023,14,1,scrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\scrambled_diff_talker\20_scrambled_dt.wav,b,,,,,,,,,
testing927,15,9/27/2023,15,3,unscrambled_diff_talker,D:\Experiments\fNIRSandGerbils\stim\s_testing927\unscrambled_diff_talker\33_unscrambled_dt.wav,b,,,,,,,,,
